"Actual","Predicted","nPredictions"
"pouligny s","saint- fél","0"
"pouligny s","saint-nect","0"
"pouligny s","scarmoza","0"
"pouligny s","stilton","0"
"pouligny s","tomme de v","0"
"pouligny s","tête de mo","0"
"pouligny s","vacherin","0"
"raclette","beaufort","0"
"raclette","brie de me","0"
"raclette","bûchette d","0"
"raclette","cabecou","0"
"raclette","camembert","0"
"raclette","chabichou","0"
"raclette","cheddar","0"
"raclette","chèvre","0"
"raclette","comté","0"
"raclette","emmental","1"
"raclette","epoisses","0"
"raclette","feta","0"
"raclette","fourme d’a","0"
"raclette","fromage fr","0"
"raclette","gruyère","0"
"raclette","maroilles","0"
"raclette","mimolette","0"
"raclette","mont d’or","0"
"raclette","morbier","0"
"raclette","mothais","0"
"raclette","mozzarella","0"
"raclette","munster","0"
"raclette","neufchatel","0"
"raclette","ossau- ira","0"
"raclette","parmesan","0"
"raclette","pecorino","0"
"raclette","pouligny s","0"
"raclette","raclette","23"
"raclette","reblochon","0"
"raclette","roquefort","0"
"raclette","saint- fél","1"
"raclette","saint-nect","0"
"raclette","scarmoza","0"
"raclette","stilton","0"
"raclette","tomme de v","0"
"raclette","tête de mo","0"
"raclette","vacherin","0"
"reblochon","beaufort","0"
"reblochon","brie de me","0"
"reblochon","bûchette d","0"
"reblochon","cabecou","0"
"reblochon","camembert","0"
"reblochon","chabichou","0"
"reblochon","cheddar","0"
"reblochon","chèvre","0"
"reblochon","comté","0"
"reblochon","emmental","0"
"reblochon","epoisses","0"
"reblochon","feta","0"
"reblochon","fourme d’a","0"
"reblochon","fromage fr","3"
"reblochon","gruyère","0"
"reblochon","maroilles","0"
"reblochon","mimolette","0"
"reblochon","mont d’or","0"
"reblochon","morbier","0"
"reblochon","mothais","0"
"reblochon","mozzarella","0"
"reblochon","munster","0"
"reblochon","neufchatel","1"
"reblochon","ossau- ira","0"
"reblochon","parmesan","0"
"reblochon","pecorino","0"
"reblochon","pouligny s","0"
"reblochon","raclette","0"
"reblochon","reblochon","18"
"reblochon","roquefort","0"
"reblochon","saint- fél","0"
"reblochon","saint-nect","1"
"reblochon","scarmoza","1"
"reblochon","stilton","0"
"reblochon","tomme de v","1"
"reblochon","tête de mo","0"
"reblochon","vacherin","0"
"roquefort","beaufort","0"
"roquefort","brie de me","0"
"roquefort","bûchette d","1"
"roquefort","cabecou","0"
"roquefort","camembert","0"
"roquefort","chabichou","0"
"roquefort","cheddar","0"
"roquefort","chèvre","0"
"roquefort","comté","0"
"roquefort","emmental","0"
"roquefort","epoisses","0"
"roquefort","feta","1"
"roquefort","fourme d’a","0"
"roquefort","fromage fr","2"
"roquefort","gruyère","0"
"roquefort","maroilles","0"
"roquefort","mimolette","0"
"roquefort","mont d’or","0"
"roquefort","morbier","0"
"roquefort","mothais","0"
"roquefort","mozzarella","0"
"roquefort","munster","0"
"roquefort","neufchatel","1"
"roquefort","ossau- ira","1"
"roquefort","parmesan","0"
"roquefort","pecorino","0"
"roquefort","pouligny s","0"
"roquefort","raclette","0"
"roquefort","reblochon","0"
"roquefort","roquefort","19"
"roquefort","saint- fél","0"
"roquefort","saint-nect","0"
"roquefort","scarmoza","0"
"roquefort","stilton","0"
"roquefort","tomme de v","0"
"roquefort","tête de mo","0"
"roquefort","vacherin","0"
"saint- fél","beaufort","0"
"saint- fél","brie de me","0"
"saint- fél","bûchette d","0"
"saint- fél","cabecou","0"
"saint- fél","camembert","0"
"saint- fél","chabichou","0"
"saint- fél","cheddar","1"
"saint- fél","chèvre","1"
"saint- fél","comté","0"
"saint- fél","emmental","0"
"saint- fél","epoisses","0"
"saint- fél","feta","0"
"saint- fél","fourme d’a","0"
"saint- fél","fromage fr","2"
"saint- fél","gruyère","0"
"saint- fél","maroilles","0"
"saint- fél","mimolette","0"
"saint- fél","mont d’or","0"
"saint- fél","morbier","0"
"saint- fél","mothais","0"
"saint- fél","mozzarella","1"
"saint- fél","munster","0"
"saint- fél","neufchatel","0"
"saint- fél","ossau- ira","0"
"saint- fél","parmesan","0"
"saint- fél","pecorino","0"
"saint- fél","pouligny s","0"
"saint- fél","raclette","0"
"saint- fél","reblochon","0"
"saint- fél","roquefort","0"
"saint- fél","saint- fél","19"
"saint- fél","saint-nect","0"
"saint- fél","scarmoza","0"
"saint- fél","stilton","0"
"saint- fél","tomme de v","1"
"saint- fél","tête de mo","0"
"saint- fél","vacherin","0"
"saint-nect","beaufort","0"
"saint-nect","brie de me","0"
"saint-nect","bûchette d","0"
"saint-nect","cabecou","0"
"saint-nect","camembert","0"
"saint-nect","chabichou","0"
"saint-nect","cheddar","1"
"saint-nect","chèvre","0"
"saint-nect","comté","0"
"saint-nect","emmental","0"
"saint-nect","epoisses","0"
"saint-nect","feta","0"
"saint-nect","fourme d’a","0"
"saint-nect","fromage fr","0"
"saint-nect","gruyère","0"
"saint-nect","maroilles","1"
"saint-nect","mimolette","0"
"saint-nect","mont d’or","0"
"saint-nect","morbier","0"
"saint-nect","mothais","0"
"saint-nect","mozzarella","0"
"saint-nect","munster","0"
"saint-nect","neufchatel","0"
"saint-nect","ossau- ira","1"
"saint-nect","parmesan","0"
"saint-nect","pecorino","0"
"saint-nect","pouligny s","0"
"saint-nect","raclette","0"
"saint-nect","reblochon","3"
"saint-nect","roquefort","0"
"saint-nect","saint- fél","0"
"saint-nect","saint-nect","19"
"saint-nect","scarmoza","0"
"saint-nect","stilton","0"
"saint-nect","tomme de v","0"
"saint-nect","tête de mo","0"
"saint-nect","vacherin","0"
"scarmoza","beaufort","0"
"scarmoza","brie de me","0"
"scarmoza","bûchette d","0"
"scarmoza","cabecou","0"
"scarmoza","camembert","0"
"scarmoza","chabichou","0"
"scarmoza","cheddar","0"
"scarmoza","chèvre","0"
"scarmoza","comté","1"
"scarmoza","emmental","0"
"scarmoza","epoisses","0"
"scarmoza","feta","0"
"scarmoza","fourme d’a","0"
"scarmoza","fromage fr","1"
"scarmoza","gruyère","0"
"scarmoza","maroilles","0"
"scarmoza","mimolette","0"
"scarmoza","mont d’or","0"
"scarmoza","morbier","0"
"scarmoza","mothais","0"
"scarmoza","mozzarella","0"
"scarmoza","munster","0"
"scarmoza","neufchatel","0"
"scarmoza","ossau- ira","0"
"scarmoza","parmesan","0"
"scarmoza","pecorino","0"
"scarmoza","pouligny s","0"
"scarmoza","raclette","0"
"scarmoza","reblochon","0"
"scarmoza","roquefort","0"
"scarmoza","saint- fél","0"
"scarmoza","saint-nect","0"
"scarmoza","scarmoza","23"
"scarmoza","stilton","0"
"scarmoza","tomme de v","0"
"scarmoza","tête de mo","0"
"scarmoza","vacherin","0"
"stilton","beaufort","1"
"stilton","brie de me","0"
"stilton","bûchette d","0"
"stilton","cabecou","0"
"stilton","camembert","0"
"stilton","chabichou","0"
"stilton","cheddar","0"
"stilton","chèvre","0"
"stilton","comté","0"
"stilton","emmental","0"
"stilton","epoisses","0"
"stilton","feta","0"
"stilton","fourme d’a","0"
"stilton","fromage fr","2"
"stilton","gruyère","0"
"stilton","maroilles","0"
"stilton","mimolette","0"
"stilton","mont d’or","0"
"stilton","morbier","1"
"stilton","mothais","0"
"stilton","mozzarella","0"
"stilton","munster","0"
"stilton","neufchatel","0"
"stilton","ossau- ira","0"
"stilton","parmesan","1"
"stilton","pecorino","0"
"stilton","pouligny s","0"
"stilton","raclette","0"
"stilton","reblochon","0"
"stilton","roquefort","0"
"stilton","saint- fél","0"
"stilton","saint-nect","0"
"stilton","scarmoza","0"
"stilton","stilton","20"
"stilton","tomme de v","0"
"stilton","tête de mo","0"
"stilton","vacherin","0"
"tomme de v","beaufort","1"
"tomme de v","brie de me","0"
"tomme de v","bûchette d","0"
"tomme de v","cabecou","0"
"tomme de v","camembert","0"
"tomme de v","chabichou","0"
"tomme de v","cheddar","0"
"tomme de v","chèvre","0"
"tomme de v","comté","0"
"tomme de v","emmental","0"
"tomme de v","epoisses","0"
"tomme de v","feta","2"
"tomme de v","fourme d’a","0"
"tomme de v","fromage fr","2"
"tomme de v","gruyère","0"
"tomme de v","maroilles","0"
"tomme de v","mimolette","0"
"tomme de v","mont d’or","0"
"tomme de v","morbier","0"
"tomme de v","mothais","0"
"tomme de v","mozzarella","0"
"tomme de v","munster","0"
"tomme de v","neufchatel","0"
"tomme de v","ossau- ira","1"
"tomme de v","parmesan","1"
"tomme de v","pecorino","1"
"tomme de v","pouligny s","0"
"tomme de v","raclette","0"
"tomme de v","reblochon","0"
"tomme de v","roquefort","0"
"tomme de v","saint- fél","0"
"tomme de v","saint-nect","0"
"tomme de v","scarmoza","0"
"tomme de v","stilton","0"
"tomme de v","tomme de v","16"
"tomme de v","tête de mo","1"
"tomme de v","vacherin","0"
"tête de mo","beaufort","0"
"tête de mo","brie de me","0"
"tête de mo","bûchette d","0"
"tête de mo","cabecou","0"
"tête de mo","camembert","0"
"tête de mo","chabichou","1"
"tête de mo","cheddar","0"
"tête de mo","chèvre","0"
"tête de mo","comté","0"
"tête de mo","emmental","0"
"tête de mo","epoisses","0"
"tête de mo","feta","0"
"tête de mo","fourme d’a","0"
"tête de mo","fromage fr","0"
"tête de mo","gruyère","1"
"tête de mo","maroilles","0"
"tête de mo","mimolette","0"
"tête de mo","mont d’or","0"
"tête de mo","morbier","0"
"tête de mo","mothais","0"
"tête de mo","mozzarella","0"
"tête de mo","munster","0"
"tête de mo","neufchatel","0"
"tête de mo","ossau- ira","0"
"tête de mo","parmesan","0"
"tête de mo","pecorino","0"
"tête de mo","pouligny s","0"
"tête de mo","raclette","0"
"tête de mo","reblochon","0"
"tête de mo","roquefort","0"
"tête de mo","saint- fél","0"
"tête de mo","saint-nect","0"
"tête de mo","scarmoza","0"
"tête de mo","stilton","0"
"tête de mo","tomme de v","0"
"tête de mo","tête de mo","23"
"tête de mo","vacherin","0"
"vacherin","beaufort","1"
"vacherin","brie de me","0"
"vacherin","bûchette d","0"
"vacherin","cabecou","0"
"vacherin","camembert","0"
"vacherin","chabichou","0"
"vacherin","cheddar","1"
"vacherin","chèvre","0"
"vacherin","comté","1"
"vacherin","emmental","0"
"vacherin","epoisses","0"
"vacherin","feta","0"
"vacherin","fourme d’a","0"
"vacherin","fromage fr","1"
"vacherin","gruyère","1"
"vacherin","maroilles","0"
"vacherin","mimolette","0"
"vacherin","mont d’or","4"
"vacherin","morbier","0"
"vacherin","mothais","0"
"vacherin","mozzarella","1"
"vacherin","munster","0"
"vacherin","neufchatel","1"
"vacherin","ossau- ira","0"
"vacherin","parmesan","0"
"vacherin","pecorino","0"
"vacherin","pouligny s","0"
"vacherin","raclette","0"
"vacherin","reblochon","0"
"vacherin","roquefort","0"
"vacherin","saint- fél","0"
"vacherin","saint-nect","0"
"vacherin","scarmoza","0"
"vacherin","stilton","0"
"vacherin","tomme de v","0"
"vacherin","tête de mo","0"
"vacherin","vacherin","14"
